matchup,kills,deaths,assists,csat15,oppcsat15,total_gold,damage
"Rumble , Twisted Fate",4.0,3.0,7.0,117.0,115.0,12318.0,20749.0
"Rumble , Vladimir",3.0,2.0,3.5,126.5,131.5,12643.5,15859.5
"Ryze , Aatrox",3.3333333333333335,1.6666666666666667,5.333333333333333,132.0,139.0,14721.0,18981.0
"Ryze , Akali",2.0,2.0,1.6666666666666667,151.5,128.5,11915.5,6744.5
"Ryze , Camille",1.0,2.0,5.0,,,,
"Ryze , Cassiopeia",1.0,1.0,9.0,,,,
"Ryze , Corki",3.0,2.25,5.5,163.0,161.0,11391.0,8288.0
"Ryze , Gangplank",0.0,3.0,5.0,,,,
"Ryze , Irelia",2.0,4.333333333333333,4.333333333333333,123.66666666666667,137.0,12633.666666666666,11911.666666666666
"Ryze , Jayce",2.6666666666666665,1.0,5.333333333333333,147.0,124.5,12857.5,11828.0
"Ryze , Karma",2.0,2.0,2.0,151.0,153.0,13780.0,8184.0
"Ryze , Kennen",0.0,2.0,4.5,,,,
"Ryze , LeBlanc",3.0,5.0,10.0,,,,
"Ryze , Morgana",5.0,4.0,8.0,147.5,138.0,17023.0,20274.5
"Ryze , Neeko",2.0,2.25,3.75,132.66666666666666,126.66666666666667,15300.333333333334,14942.0
"Ryze , Ornn",1.0,3.0,5.0,,,,
"Ryze , Pyke",2.0,2.0,5.0,,,,
"Ryze , Renekton",4.5,2.0,5.75,,,,
"Ryze , Sylas",4.5,1.8333333333333333,5.0,138.8,130.4,14854.2,14083.0
"Ryze , Syndra",4.0,1.0,5.5,142.0,151.0,14199.0,11992.0
"Ryze , Taliyah",4.666666666666667,1.0,4.666666666666667,149.0,152.0,13809.0,11164.0
"Ryze , Viktor",4.0,1.0,9.0,,,,
"Ryze , Zoe",2.0,2.0,5.5,133.0,139.0,16421.5,13918.5
"Sejuani , Aatrox",3.0,1.0,9.5,81.0,102.0,11325.0,8990.0
"Sejuani , Elise",3.0,1.4,11.4,86.5,78.5,9432.5,7288.5
"Sejuani , Gragas",1.9,0.5,8.7,89.8,92.0,10789.4,5812.4
"Sejuani , Hecarim",1.0,0.0,8.0,89.0,85.0,10471.0,6412.0
"Sejuani , Jarvan IV",2.3333333333333335,0.6666666666666666,10.25,88.44444444444444,87.0,11030.0,7369.666666666667
"Sejuani , Kai'Sa",1.0,0.0,9.0,92.0,90.0,10642.0,3304.0
"Sejuani , Karthus",2.8333333333333335,1.0,8.666666666666666,81.75,102.25,11425.25,6913.0
"Sejuani , Kayn",2.3333333333333335,1.0,12.666666666666666,98.5,87.0,9773.5,4151.0
"Sejuani , Lee Sin",2.125,1.625,10.875,84.28571428571429,80.42857142857143,11517.142857142857,7035.428571428572
"Sejuani , Nidalee",1.0,2.0,14.0,,,,
"Sejuani , Nocturne",3.0,2.5,11.0,,,,
"Sejuani , Olaf",1.9166666666666667,0.75,8.416666666666666,86.0909090909091,90.63636363636364,10443.727272727272,6971.363636363636
"Sejuani , Rek'Sai",2.0,3.0,13.0,,,,
"Sejuani , Skarner",2.4,0.8,11.6,88.0,84.0,11198.2,8775.2
"Sejuani , Sylas",2.7142857142857144,1.4285714285714286,7.285714285714286,83.85714285714286,85.57142857142857,11059.42857142857,6832.857142857143
"Sejuani , Trundle",2.0,1.6,8.7,89.83333333333333,77.66666666666667,11315.666666666666,6506.166666666667
"Sejuani , Viktor",1.0,1.0,9.0,120.0,101.0,12301.0,12252.0
"Sejuani , Xin Zhao",1.5,1.0,9.5,89.5,86.0,11010.0,6052.0
"Sejuani , Yuumi",2.5,0.5,15.0,25.0,2.0,8564.0,6333.0
"Shen , Aatrox",5.0,5.0,6.0,97.0,126.0,12384.0,14748.0
"Shen , Kennen",2.0,1.0,8.0,97.0,138.0,10647.0,6184.0
"Sion , Aatrox",1.3333333333333333,1.0,9.0,130.0,132.0,13446.0,8984.0
"Sion , Camille",2.0,4.0,7.0,125.0,133.0,12746.0,11303.0
"Sion , Irelia",2.0,1.0,6.0,,,,
"Sion , Neeko",1.0,0.0,12.0,134.0,134.0,9968.0,6582.0
"Sion , Quinn",1.0,0.0,6.0,,,,
"Sion , Renekton",0.6666666666666666,2.6666666666666665,9.333333333333334,,,,
"Sion , Sejuani",3.0,5.0,12.0,,,,
"Sion , Sylas",0.0,1.0,17.0,,,,
"Sion , Vladimir",2.0,0.0,8.0,,,,
"Sivir , Ashe",6.0,1.0,7.5,136.0,135.33333333333334,17842.333333333332,25429.333333333332
"Sivir , Caitlyn",5.0,2.0,6.0,,,,
"Sivir , Ezreal",4.9411764705882355,1.2352941176470589,6.411764705882353,146.6,139.0,15834.4,19998.1
"Sivir , Jinx",4.5,1.0,7.5,152.33333333333334,138.0,13477.0,15199.666666666666
"Sivir , Kai'Sa",5.666666666666667,1.3888888888888888,6.777777777777778,144.375,131.75,16477.125,20439.25
"Sivir , Lucian",5.0,1.75,8.625,141.5,133.5,13184.5,13062.75
"Sivir , Orianna",7.0,1.0,6.0,,,,
"Sivir , Sona",3.5,0.75,6.125,141.0,50.0,17206.14285714286,24578.714285714286
"Sivir , Tristana",1.5,1.5,9.0,145.0,110.0,16979.0,13573.0
"Sivir , Varus",4.8,1.6,6.8,141.75,143.75,16632.0,21914.5
"Sivir , Vayne",2.0,0.3333333333333333,6.333333333333333,140.0,139.0,13904.5,10422.0
"Sivir , Xayah",4.444444444444445,0.6296296296296297,6.481481481481482,140.94736842105263,128.0,14864.894736842105,15417.842105263158
"Sivir , Yasuo",2.0,3.0,8.0,123.0,131.0,10459.0,5065.0
"Skarner , Elise",0.0,1.5,6.5,90.5,94.0,10946.5,2943.5
"Skarner , Gragas",1.6666666666666667,0.6666666666666666,8.0,85.0,74.0,11270.666666666666,5348.666666666667
"Skarner , Hecarim",1.5,1.0,7.0,100.5,88.0,12495.5,3878.0
"Skarner , Jarvan IV",1.4285714285714286,2.5714285714285716,9.571428571428571,91.75,77.5,11293.75,4908.75
"Skarner , Karthus",1.0,1.0,6.0,82.0,96.0,10691.0,2419.0
"Skarner , Lee Sin",2.0,2.0,5.0,97.0,86.0,10006.0,3805.0
"Skarner , Olaf",3.0,0.0,7.0,90.0,85.0,9102.0,4158.0
"Skarner , Rek'Sai",1.9166666666666667,0.9166666666666666,7.166666666666667,90.0,93.58333333333333,11273.416666666666,4207.666666666667
"Skarner , Sejuani",3.6666666666666665,1.0,10.666666666666666,95.0,84.66666666666667,12580.333333333334,6466.666666666667
"Skarner , Sylas",0.0,2.6666666666666665,8.666666666666666,82.0,96.66666666666667,10613.666666666666,4229.666666666667
"Skarner , Trundle",1.0,3.5,12.5,87.0,89.0,12992.5,8000.5
"Skarner , Xin Zhao",0.0,2.0,13.0,96.0,96.0,10157.0,3473.0
"Skarner , Zac",1.0,1.0,4.0,107.0,101.0,10079.0,2970.0
"Sona , Ashe",5.0,1.0,10.0,46.0,143.0,12929.0,9058.0
"Sona , Caitlyn",4.0,1.6666666666666667,9.0,79.0,127.66666666666667,14456.666666666666,14805.0
"Sona , Ezreal",2.25,0.75,8.75,50.333333333333336,116.33333333333333,14331.666666666666,12268.0
"Sona , Jinx",2.0,0.0,7.0,48.0,149.0,12282.0,7234.0
"Sona , Kai'Sa",7.5,0.0,2.0,87.5,139.5,13642.0,14824.5
"Sona , Sivir",3.6363636363636362,1.6363636363636365,10.090909090909092,50.57142857142857,130.28571428571428,12610.142857142857,12586.285714285714
"Sona , Varus",2.6666666666666665,1.3333333333333333,12.833333333333334,51.0,139.83333333333334,11898.666666666666,11302.833333333334
"Sona , Vayne",7.0,3.0,6.0,50.0,143.0,12991.0,12519.0
"Sona , Vladimir",3.0,1.0,13.0,83.0,130.0,12953.0,25126.0
"Sona , Xayah",2.625,2.0,12.0,55.166666666666664,134.33333333333334,12924.333333333334,12084.166666666666
"Sona , Yuumi",2.0,1.0,14.0,,,,
"Sylas , Aatrox",4.333333333333333,1.3333333333333333,8.166666666666666,146.5,134.0,13356.5,11042.0
"Sylas , Akali",3.0,1.0,4.2,128.0,138.33333333333334,10969.0,9321.333333333334
"Sylas , Azir",3.1666666666666665,1.1666666666666667,7.666666666666667,139.25,132.25,13776.75,14122.0
"Sylas , Cassiopeia",3.3333333333333335,0.6666666666666666,6.666666666666667,128.33333333333334,146.66666666666666,12085.0,9784.666666666666
"Sylas , Corki",4.0,1.0,8.5,147.0,146.0,13727.0,9972.0
"Sylas , Gangplank",1.5,2.0,10.0,131.0,131.0,17561.0,39987.0
"Sylas , Gragas",1.5,2.0,9.0,89.5,79.0,12156.5,11365.0
"Sylas , Hecarim",3.0,4.0,10.0,,,,
"Sylas , Irelia",5.5,1.6,7.8,138.6,133.2,15847.4,21161.8
"Sylas , Jarvan IV",5.75,1.25,6.5,94.66666666666667,74.0,11083.666666666666,12887.0
"Sylas , Jax",3.0,2.0,3.0,,,,
"Sylas , Jayce",3.75,1.25,4.5,132.0,134.0,12530.0,13242.0
"Sylas , Kai'Sa",1.0,2.0,8.0,83.0,81.0,12822.0,11450.0
"Sylas , Karma",3.0,0.5,8.5,131.0,124.0,12489.0,13051.0
"Sylas , Karthus",3.75,1.5,4.5,88.0,109.0,10520.0,10014.0
"Sylas , Kennen",3.5,2.75,6.25,129.33333333333334,109.66666666666667,12504.0,15769.0
"Sylas , Kha'zix",10.0,1.0,9.0,,,,
"Sylas , Kindred",4.0,0.0,11.0,107.0,79.0,10871.0,12721.0
"Sylas , LeBlanc",2.0,0.5,5.0,136.0,134.5,12372.5,10697.0
"Sylas , Lee Sin",5.0,1.0,10.0,,,,
"Sylas , Lucian",1.0,1.0,3.0,,,,
"Sylas , Nautilus",2.0,1.0,4.0,33.0,26.0,7157.0,3944.0
"Sylas , Neeko",3.111111111111111,2.111111111111111,6.222222222222222,132.2,127.0,14482.2,14610.8
"Sylas , Nidalee",5.0,3.0,8.0,,,,
"Sylas , Olaf",4.0,1.5,9.0,86.5,93.0,10893.5,9566.5
"Sylas , Orianna",3.3333333333333335,3.0,5.0,134.66666666666666,139.66666666666666,13595.333333333334,13128.333333333334
"Sylas , Rek'Sai",3.0,2.0,4.0,,,,
"Sylas , RekSai",3.5,2.5,6.5,,,,
"Sylas , Renekton",5.5,0.25,9.25,138.0,126.0,15132.0,18329.0
"Sylas , Ryze",4.181818181818182,1.8181818181818181,6.7272727272727275,144.125,136.0,15131.5,17888.875
"Sylas , Sejuani",2.6666666666666665,1.6666666666666667,7.666666666666667,91.6,83.0,11569.2,12585.2
"Sylas , Skarner",2.0,6.0,6.0,95.0,84.0,12308.0,7305.0
"Sylas , Taliyah",6.5,2.25,9.25,131.5,112.5,16990.0,20267.0
"Sylas , Viktor",5.0,1.0,2.0,,,,
"Sylas , Vladimir",4.0,2.5,5.5,129.0,111.0,13364.0,21884.0
"Sylas , Xin Zhao",5.5,3.5,12.5,88.0,71.0,13687.5,15906.0
"Sylas , Yasuo",5.5,2.5,6.5,140.0,135.0,14111.0,14995.0
"Sylas , Zoe",6.0,3.0,15.0,123.0,126.0,14772.0,17043.0
"Syndra , Jayce",4.0,4.0,9.0,127.0,119.0,14212.0,20862.0
"Syndra , Morgana",2.0,4.0,6.0,150.0,147.0,15960.0,19763.0
"Syndra , Neeko",2.0,2.0,9.0,131.0,129.0,11655.0,17466.0
"Syndra , Ryze",3.6666666666666665,2.3333333333333335,8.666666666666666,155.0,139.0,16979.0,32060.0
"Syndra , Zoe",4.0,0.0,1.0,153.0,148.0,14537.0,14340.0
"Tahm Kench , Aatrox",1.0,1.0,9.0,124.0,127.0,11318.0,7592.0
"Tahm Kench , Alistar",2.0,1.5,6.0,24.5,44.5,8477.5,4176.5
"Tahm Kench , Braum",0.8,1.75,8.2,39.166666666666664,24.333333333333332,9057.944444444445,4833.388888888889
"Tahm Kench , Fiddlesticks",2.0,3.0,9.0,,,,
"Tahm Kench , Galio",0.0,0.0,7.0,34.0,76.0,7311.0,3633.0
"Tahm Kench , Gragas",3.0,4.0,9.0,20.0,6.0,9768.0,5822.0
"Tahm Kench , Karma",1.0,0.5,9.0,,,,
"Tahm Kench , Lux",0.7391304347826086,1.2173913043478262,8.652173913043478,47.388888888888886,7.722222222222222,9531.5,4456.444444444444
"Tahm Kench , Morgana",1.0,2.0,6.666666666666667,29.0,5.0,7783.0,5175.5
"Tahm Kench , Nautilus",1.25,1.5,11.875,39.8,34.2,8607.6,4212.0
"Tahm Kench , Neeko",1.0,1.0,8.0,,,,
"Tahm Kench , Pyke",0.75,1.5,10.875,26.125,30.5,9838.625,6452.625
"Tahm Kench , Rakan",0.5,0.8571428571428571,7.0,40.583333333333336,5.166666666666667,8971.0,4120.166666666667
"Tahm Kench , Taric",1.0,1.5714285714285714,11.0,37.0,60.833333333333336,9336.5,5482.0
"Tahm Kench , Thresh",0.5,4.5,7.0,24.5,21.0,9078.0,3616.5
"Tahm Kench , Volibear",0.0,2.0,7.0,,,,
"Tahm Kench , Yuumi",1.5,2.0,14.0,72.0,1.5,10054.0,5740.5
"Taliyah , Azir",3.5,1.0,4.5,143.0,147.5,14672.0,13856.0
"Taliyah , Camille",3.0,1.0,4.0,131.0,144.0,11473.0,19589.0
"Taliyah , Corki",5.0,0.0,5.0,,,,
"Taliyah , Irelia",9.0,0.0,6.0,,,,
"Taliyah , Jarvan IV",4.0,2.0,6.0,80.0,85.0,12317.0,17103.0
"Taliyah , Jayce",5.0,3.0,6.0,132.0,146.0,13037.0,15745.0
"Taliyah , LeBlanc",1.5,2.5,5.5,126.5,138.5,10066.0,10351.0
"Taliyah , Nautilus",6.0,4.0,12.0,,,,
"Taliyah , Neeko",6.0,1.0,5.75,130.33333333333334,131.33333333333334,10947.0,10270.666666666666
"Taliyah , Rumble",6.0,3.0,13.0,,,,
"Taliyah , Sylas",9.5,2.5,10.0,116.5,113.0,13616.5,22840.0
"Taliyah , Talon",2.0,1.0,6.0,156.0,122.0,13899.0,9528.0
"Taliyah , Zoe",4.0,1.3333333333333333,5.333333333333333,133.33333333333334,135.0,12326.333333333334,10229.666666666666
"Talon , Azir",8.0,2.0,3.0,126.0,138.0,14247.0,17097.0
"Taric , Lux",1.0,0.0,11.0,,,,
"Taric , Nautilus",1.0,1.5,11.5,27.0,25.0,9458.0,4004.0
"Taric , Rakan",0.5,2.5,16.5,62.0,4.0,10233.5,2357.0
"Taric , Tahm Kench",1.0,0.5,15.5,41.5,31.5,8914.0,4353.0
"Taric , Veigar",2.0,1.0,8.0,53.0,7.0,10300.0,1986.0
"Taric , Yuumi",1.0,0.0,9.5,83.0,2.0,11692.0,2658.0
"Taric , Zyra",2.0,2.0,12.0,55.0,14.0,9035.0,2931.0
"Thresh , Braum",1.0,2.0,16.0,5.0,21.0,8448.0,4588.0
"Thresh , Lux",1.0,1.0,7.666666666666667,5.0,6.0,8087.0,2175.0
"Thresh , Morgana",0.0,2.0,8.0,20.0,5.0,7675.0,2920.0
"Thresh , Nautilus",1.5,1.0,12.0,2.5,20.0,8956.0,4459.5
"Thresh , Rakan",0.6666666666666666,1.0,10.0,9.0,3.0,8679.0,2953.0
"Thresh , Yuumi",0.5,0.5,5.5,5.0,4.0,7257.0,2034.0
"Tristana , Ashe",6.0,1.0,4.0,138.0,144.0,19258.0,16133.0
"Trundle , Olaf",1.625,1.25,10.875,84.66666666666667,95.33333333333333,10537.0,3535.6666666666665
"Trundle , Rek'Sai",2.0,2.0,12.0,84.0,89.0,9424.0,4026.0
"Trundle , Sejuani",1.5555555555555556,1.8888888888888888,9.222222222222221,82.13333333333334,81.26666666666667,11802.8,6344.933333333333
"Trundle , Skarner",4.0,0.0,5.0,80.0,97.0,10155.0,7846.0
"Twisted Fate , Aatrox",4.5,1.5,9.0,124.0,123.0,13856.0,15499.0
"Twisted Fate , Azir",4.0,2.0,5.0,161.0,116.0,21848.0,16875.0
"Twisted Fate , Irelia",4.0,2.0,11.0,124.0,125.0,14186.0,14184.0
"Twisted Fate , Jayce",3.0,1.0,5.0,140.5,147.5,16999.5,16471.0
"Twisted Fate , Neeko",2.3333333333333335,1.3333333333333333,5.666666666666667,134.66666666666666,135.33333333333334,14485.666666666666,10751.0
"Twisted Fate , Qiyana",3.0,0.0,6.0,147.0,135.0,16909.0,13295.0
"Twisted Fate , Ryze",0.0,0.0,7.0,152.0,140.0,14305.0,12716.0
"Twisted Fate , Zed",5.0,0.0,9.0,126.0,134.0,12936.0,10691.0
"Varus , Ashe",3.0,1.3333333333333333,8.333333333333334,139.66666666666666,133.66666666666666,14596.666666666666,20885.0
"Varus , Azir",3.0,1.5,7.0,,,,
"Varus , Caitlyn",3.25,2.0,7.0,137.0,125.0,12476.0,15982.0
"Varus , Cassiopeia",7.0,2.0,7.0,141.0,136.0,17002.0,18797.0
"Varus , Draven",4.0,2.0,8.0,145.0,150.0,14615.0,40082.0
"Varus , Ezreal",4.555555555555555,1.3333333333333333,6.888888888888889,145.625,138.5,15210.125,17143.5
"Varus , Jhin",5.0,2.0,13.0,136.0,151.0,17330.0,20317.0
"Varus , Jinx",6.0,1.0,10.0,162.0,150.0,14147.0,16587.0
"Varus , Kai'Sa",5.0,1.0,10.0,140.0,129.0,21097.0,28700.0
"Varus , Kalista",4.0,1.0,6.2,135.0,134.6,13211.4,11748.0
"Varus , Lucian",3.5,2.0,8.5,137.0,143.0,14106.0,14910.0
"Varus , Sivir",5.5,1.0,5.5,147.25,134.5,16440.25,21087.25
"Varus , Sona",5.5,0.25,5.0,147.0,50.75,14612.75,19976.75
"Varus , Xayah",4.0,0.8,6.0,143.6,127.0,18999.4,25024.8
"Vayne , Jinx",6.0,0.0,8.0,151.0,157.0,19104.0,35541.0
"Vayne , Kai'Sa",5.5,2.5,5.5,,,,
"Vayne , Mordekaiser",3.0,2.5,1.5,132.0,98.0,16325.0,14955.5
"Vayne , Sivir",6.25,1.25,5.0,145.0,136.5,16608.5,26420.0
"Vayne , Sona",6.5,0.5,6.0,,,,
"Veigar , Azir",3.0,1.5,4.5,129.0,143.5,11674.5,10231.0
"Veigar , Corki",5.0,0.0,6.0,132.0,139.0,12788.0,15560.0
"Vel'koz , Azir",3.0,1.0,9.0,135.0,138.0,13265.0,16563.0
"Vel'koz , Xayah",3.0,2.0,1.0,136.0,135.0,13253.0,17360.0
"Vel'koz , Yasuo",5.0,3.0,12.0,144.0,142.0,15220.0,29247.0
"Vi , Gragas",3.0,5.0,5.0,,,,
"Vi , Rek'Sai",1.0,0.0,7.0,96.0,85.0,10670.0,3153.0
"Viktor , Corki",2.0,0.0,4.0,159.0,150.0,13140.0,20764.0
"Viktor , Gangplank",0.0,2.0,2.0,137.0,127.0,13504.0,14905.0
"Viktor , Kalista",4.0,2.0,8.0,,,,
"Viktor , Kennen",5.25,2.5,5.0,137.0,115.0,14835.5,29139.5
"Viktor , Neeko",3.5,1.5,4.25,132.66666666666666,130.0,12628.666666666666,17715.0
"Viktor , Sylas",3.5,2.0,6.0,112.5,125.0,15257.5,21118.5
"Viktor , Vayne",3.0,2.0,8.0,83.0,151.0,11059.0,13536.0
"Viktor , Zoe",5.0,0.0,1.0,134.0,136.0,17409.0,23058.0
"Vladimir , Aatrox",3.6666666666666665,2.3333333333333335,4.333333333333333,114.5,123.0,13991.5,16548.5
"Vladimir , Akali",1.0,0.0,6.0,141.0,119.0,13855.0,18216.0
"Vladimir , Camille",1.0,2.0,6.0,118.0,116.0,10972.0,13027.0
"Vladimir , Corki",4.0,0.0,10.0,150.0,148.0,17662.0,25126.0
"Vladimir , Gangplank",5.0,3.0,5.0,139.5,132.0,16517.5,24960.0
"Vladimir , Irelia",5.0,2.5,8.0,117.66666666666667,127.66666666666667,16995.0,25440.666666666668
"Vladimir , Jayce",4.4,1.2,6.0,127.33333333333333,131.66666666666666,14278.666666666666,15217.666666666666
"Vladimir , Kennen",5.5,1.0,5.5,135.0,135.66666666666666,15133.0,19767.666666666668
"Vladimir , Kled",4.0,1.0,6.0,,,,
"Vladimir , LeBlanc",0.0,1.0,6.0,137.0,134.0,11688.0,16054.0
"Vladimir , Lissandra",5.0,0.0,5.0,,,,
"Vladimir , Poppy",2.0,3.0,7.0,,,,
"Vladimir , Renekton",5.0,0.0,2.0,124.0,115.0,12613.0,14946.0
"Vladimir , Riven",8.0,1.0,5.0,111.0,112.0,12212.0,17339.0
"Vladimir , Rumble",4.5,3.0,8.5,110.0,130.0,11471.0,23494.0
"Vladimir , Sion",6.0,1.0,9.0,,,,
"Vladimir , Sona",5.0,3.0,9.0,124.0,72.0,14551.0,16880.0
"Vladimir , Syndra",5.0,4.0,6.0,130.0,134.0,16096.0,34079.0
"Vladimir , Taliyah",3.0,0.0,10.0,135.0,143.0,15682.0,16552.0
"Vladimir , Viktor",2.0,1.0,2.0,141.0,115.0,10773.0,6955.0
"Vladimir , Yasuo",4.0,1.0,4.5,131.0,144.5,12169.0,14821.5
"Volibear , Nautilus",0.0,1.0,12.0,29.0,28.0,9147.0,4357.0
"Xayah , Ashe",6.0,1.5,8.0,144.0,134.0,17281.0,30339.0
"Xayah , Caitlyn",7.5,1.5,3.0,155.0,130.0,20495.0,25140.0
"Xayah , Cassiopeia",6.0,1.0,9.0,146.0,112.0,15207.0,18390.0
"Xayah , Draven",4.0,1.0,7.0,111.0,125.0,18058.0,17004.0
"Xayah , Ezreal",5.8,1.15,5.0,142.33333333333334,132.83333333333334,17633.5,20947.444444444445
"Xayah , Jinx",4.0,3.0,4.0,139.0,107.0,14864.0,18226.0
"Xayah , Kai'Sa",5.615384615384615,0.9230769230769231,6.0,140.33333333333334,133.66666666666666,16743.666666666668,19075.0
"Xayah , Kaisa",5.0,0.0,1.0,,,,
"Xayah , Kalista",2.0,1.0,8.0,137.0,131.0,17593.0,14797.0
"Xayah , Lucian",4.8,1.2,5.6,129.42857142857142,133.0,16657.428571428572,16006.714285714286
"Xayah , Pyke",7.0,2.5,7.0,145.0,131.0,20491.0,24566.0
"Xayah , Sivir",5.0,0.8214285714285714,5.178571428571429,139.28571428571428,133.52380952380952,17097.904761904763,16446.14285714286
"Xayah , Sona",5.0,1.6666666666666667,3.3333333333333335,147.33333333333334,57.333333333333336,16448.333333333332,23419.0
"Xayah , Varus",5.75,1.25,6.5,129.75,128.75,17798.75,19978.5
"Xayah , Vayne",7.0,1.5,5.5,,,,
"Xayah , Vladimir",1.0,1.0,5.0,,,,
"Xerath , Azir",6.0,3.0,13.0,,,,
"Xin Zhao , Elise",3.0,1.0,4.0,90.0,78.0,12576.0,7527.0
"Xin Zhao , Gragas",5.0,0.0,9.0,87.0,73.0,12541.0,10572.0
"Xin Zhao , Hecarim",0.0,4.0,5.0,93.0,83.0,13324.0,16167.0
"Xin Zhao , Jarvan IV",2.0,3.5,5.0,90.0,82.5,12228.5,7663.0
"Xin Zhao , Jax",2.0,0.0,9.0,95.0,84.0,14986.0,7572.0
"Xin Zhao , Karthus",0.0,0.0,6.0,94.0,70.0,11897.0,6768.0
"Xin Zhao , Kayn",7.0,5.0,10.0,81.0,90.0,14358.0,20866.0
"Xin Zhao , Lee Sin",3.3333333333333335,2.0,6.666666666666667,82.33333333333333,80.33333333333333,12176.0,9674.333333333334
"Xin Zhao , Olaf",0.0,3.0,5.0,,,,
"Xin Zhao , Rek'Sai",2.1666666666666665,0.8333333333333334,5.5,91.0,87.0,12887.0,6961.0
"Xin Zhao , Skarner",4.0,6.0,10.0,,,,
"Xin Zhao , Sylas",2.3333333333333335,1.6666666666666667,8.0,77.0,87.0,11316.0,7001.0
"Xin Zhao , Trundle",3.0,1.5,10.0,87.5,83.0,11392.0,8725.5
"Yasuo , Aatrox",6.0,3.0,8.0,130.0,143.0,15708.0,16822.0
"Yasuo , Akali",2.5,2.0,8.0,143.5,135.0,12518.5,8245.0
"Yasuo , Corki",6.0,1.0,7.0,167.0,142.0,18361.0,18520.0
"Yasuo , Ezreal",7.0,1.0,11.0,137.0,127.0,13205.0,9071.0
"Yasuo , Irelia",2.5,3.0,8.0,,,,
"Yasuo , Jayce",4.0,2.0,5.0,130.0,114.0,15124.0,6187.0
"Yasuo , Lissandra",6.0,0.5,4.5,138.0,137.5,14210.0,12304.5
"Yasuo , Lucian",3.5,2.5,4.0,110.0,133.0,15449.5,9179.5
"Yasuo , Lulu",4.0,2.0,2.0,147.0,124.0,12816.0,9166.0
"Yasuo , Orianna",8.0,2.0,2.0,137.0,145.0,13921.0,8525.0
"Yasuo , Renekton",5.0,1.0,4.0,128.0,108.0,15400.0,8935.0
"Yasuo , Ryze",7.0,2.0,4.0,142.0,141.0,17164.0,13201.0
"Yasuo , Sivir",1.0,1.0,8.0,131.0,120.0,14915.0,10049.0
"Yasuo , Sylas",4.25,3.0,8.75,148.0,134.0,13280.0,13730.0
"Yasuo , Syndra",3.0,1.0,3.0,154.0,140.0,11100.0,5488.0
"Yasuo , Taliyah",4.0,0.0,5.0,144.0,141.0,11642.0,4592.0
"Yasuo , Vladimir",3.0,3.0,8.0,,,,
"Yasuo , Zoe",0.0,0.0,4.0,161.0,138.0,12247.0,3769.0
"Yorick , Jax",0.0,3.0,2.0,,,,
"Yorick , Jayce",8.0,1.0,5.0,107.0,106.0,11804.0,14822.0
"Yorick , Karma",5.0,2.0,2.0,119.0,120.0,14847.0,10330.0
"Yorick , Rumble",0.0,2.0,3.0,109.0,119.0,13952.0,7892.0
"Yuumi , Alistar",1.5,1.0,13.25,2.5,21.5,8346.0,10330.0
"Yuumi , Braum",0.5,1.5,15.0,2.5,24.0,9483.5,13686.0
"Yuumi , Caitlyn",2.0,0.0,8.0,10.0,112.0,8290.0,13586.0
"Yuumi , Ezreal",1.0,2.0,10.0,34.0,135.0,11498.0,16012.0
"Yuumi , Gragas",3.0,0.0,14.5,5.0,8.0,7696.0,11020.0
"Yuumi , Karma",2.0,1.0,15.0,,,,
"Yuumi , Leona",3.0,0.0,11.0,,,,
"Yuumi , Lux",1.2941176470588236,0.5882352941176471,11.705882352941176,3.0833333333333335,7.166666666666667,9607.416666666666,14417.833333333334
"Yuumi , Nautilus",0.7727272727272727,0.8636363636363636,13.772727272727273,5.066666666666666,23.933333333333334,8563.133333333333,11216.8
"Yuumi , Pantheon",3.0,3.0,13.0,,,,
"Yuumi , Pyke",0.0,0.0,12.0,2.0,21.0,7922.0,11165.0
"Yuumi , Rakan",0.75,0.25,9.25,4.166666666666667,6.666666666666667,8357.666666666666,8659.5
"Yuumi , Sona",3.0,2.0,16.0,,,,
"Yuumi , Tahm Kench",1.0,0.2857142857142857,11.714285714285714,4.571428571428571,64.57142857142857,9236.857142857143,14615.142857142857
"Yuumi , Taric",0.75,0.5,10.5,8.0,74.0,12993.0,22624.0
"Yuumi , Thresh",1.0,1.0,12.5,3.0,4.0,9881.0,9889.0
"Yuumi , Volibear",1.0,0.0,16.0,8.0,24.0,10427.0,14263.0
"Zed , Corki",13.0,1.0,5.0,138.0,142.0,14149.0,19121.0
"Zed , Kennen",5.0,2.0,8.0,116.0,123.0,14559.0,17235.0
"Zed , Renekton",6.0,1.0,6.0,,,,
"Ziggs , Syndra",2.0,0.0,8.0,134.0,136.0,12904.0,14148.0
"Zilean , Aatrox",3.0,1.0,15.0,132.0,150.0,15182.0,17716.0
"Zilean , Orianna",3.0,2.0,9.0,128.0,140.0,11334.0,11055.0
"Zoe , Azir",2.3333333333333335,1.3333333333333333,8.5,143.0,136.0,11969.25,16505.75
"Zoe , Corki",3.0,1.0,6.8,140.4,138.8,13232.2,17543.2
"Zoe , LeBlanc",3.3333333333333335,1.3333333333333333,5.0,129.5,135.0,12990.5,16147.0
"Zoe , Lucian",3.0,1.0,3.0,153.0,155.0,15705.0,22971.0
"Zoe , Neeko",3.0,1.0,13.0,122.0,123.0,11832.0,15743.0
"Zoe , Ryze",1.5,0.0,7.5,139.0,129.0,14146.0,26451.0
"Zoe , Syndra",4.0,3.0,6.0,137.0,129.0,15546.0,16919.0
